date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:35	28885/28885	---M--	200	added ('OK')	text/html	etag:W/%2270d5-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/basicMap/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/basicMap/index.html	(from https://apis.map.kakao.com/web/sample/)
14:11:35	26199/26199	---M--	200	added ('OK')	image/png	etag:W/%226657-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/moveMap.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/moveMap.png	(from https://apis.map.kakao.com/web/sample/)
14:11:35	3857046/3857046	---M--	200	added ('OK')	application/zip	etag:W/%223ada96-17e8bcd7160%22	https://apis.map.kakao.com/download/android/sample/Android_DaumMap_Sample_1.4.1.0.zip	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/download/android/sample/Android_DaumMap_Sample_1.4.1.0.zip	(from https://apis.map.kakao.com/android/sample/)
14:11:35	21921/21921	---M--	200	added ('OK')	image/png	etag:W/%2255a1-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/changeLevel.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/changeLevel.png	(from https://apis.map.kakao.com/web/sample/)
14:11:35	26199/26199	---M--	200	added ('OK')	image/png	etag:W/%226657-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/mapInfo.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/mapInfo.png	(from https://apis.map.kakao.com/web/sample/)
14:11:35	33400/33400	---M--	200	added ('OK')	image/png	etag:W/%228278-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/addMapControl.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/addMapControl.png	(from https://apis.map.kakao.com/web/sample/)
14:11:36	22041/22041	---M--	200	added ('OK')	image/png	etag:W/%225619-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/addMapCustomControl.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/addMapCustomControl.png	(from https://apis.map.kakao.com/web/sample/)
14:11:36	26199/26199	---M--	200	added ('OK')	image/png	etag:W/%226657-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/disableMapDragMove.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/disableMapDragMove.png	(from https://apis.map.kakao.com/web/sample/)
14:11:36	34220/34220	---M--	200	added ('OK')	text/html	etag:W/%2285ac-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/moveMap/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/moveMap/index.html	(from https://apis.map.kakao.com/web/sample/)
14:11:36	26199/26199	---M--	200	added ('OK')	image/png	etag:W/%226657-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/enableDisableZoomInOut.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/enableDisableZoomInOut.png	(from https://apis.map.kakao.com/web/sample/)
14:11:36	38594/38594	---M--	200	added ('OK')	image/png	etag:W/%2296c2-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/addTrafficOverlay.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/addTrafficOverlay.png	(from https://apis.map.kakao.com/web/sample/)
14:11:37	23891/23891	---M--	200	added ('OK')	image/png	etag:W/%225d53-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/addRoadviewOverlay.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/addRoadviewOverlay.png	(from https://apis.map.kakao.com/web/sample/)
14:11:37	36539/36539	---M--	200	added ('OK')	text/html	etag:W/%228ebb-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/changeLevel/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/changeLevel/index.html	(from https://apis.map.kakao.com/web/sample/)
14:11:37	50307/50307	---M--	200	added ('OK')	image/png	etag:W/%22c483-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/addTerrainOverlay.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/addTerrainOverlay.png	(from https://apis.map.kakao.com/web/sample/)
14:11:37	57350/57350	---M--	200	added ('OK')	image/png	etag:W/%22e006-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/changeOverlay1.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/changeOverlay1.png	(from https://apis.map.kakao.com/web/sample/)
14:11:37	60307/60307	---M--	200	added ('OK')	image/png	etag:W/%22eb93-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/changeOverlay2.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/changeOverlay2.png	(from https://apis.map.kakao.com/web/sample/)
14:11:37	39864/39864	---M--	200	added ('OK')	image/png	etag:W/%229bb8-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/setBounds.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/setBounds.png	(from https://apis.map.kakao.com/web/sample/)
14:11:38	26199/26199	---M--	200	added ('OK')	image/png	etag:W/%226657-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/mapRelayout.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/mapRelayout.png	(from https://apis.map.kakao.com/web/sample/)
14:11:38	26641/26641	---M--	200	added ('OK')	image/png	etag:W/%226811-17e8bcd7160%22	https://apis.map.kakao.com/images/webres/sample_thumb/addMapClickEvent.png	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/images/webres/sample_thumb/addMapClickEvent.png	(from https://apis.map.kakao.com/web/sample/)
14:11:38	43014/43014	---M--	200	added ('OK')	text/html	etag:W/%22a806-17e8bcd7160%22	https://apis.map.kakao.com/web/sample/mapInfo/	C:/My%20Web%20Sites/kakao/apis.map.kakao.com/web/sample/mapInfo/index.html	(from https://apis.map.kakao.com/web/sample/)
